#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
17,Tue Oct 10 01:38:45 EDT 2017,42,-15,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest3 GetMinTest1 InsertTest2 SizeTest1 SizeTest3 , ,DelMinTest1 DelMinTest2 DelMinTest4 EfficiencyTest1 EverythingTest GetMinTest2- GetMinTest3 InsertTest1- InsertTest3- SizeTest2 SizeTest4 , ,
18,Tue Oct 10 01:39:50 EDT 2017,57,15,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest3 GetMinTest1 GetMinTest2+ InsertTest1+ InsertTest2 InsertTest3+ SizeTest1 SizeTest3 , ,DelMinTest1 DelMinTest2 DelMinTest4 EfficiencyTest1 EverythingTest GetMinTest3 SizeTest2 SizeTest4 , ,
19,Tue Oct 10 01:53:38 EDT 2017,52,-5,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest3 GetMinTest1 GetMinTest2 InsertTest2 InsertTest3 SizeTest1 SizeTest3 , ,DelMinTest1 DelMinTest2 DelMinTest4 EfficiencyTest1 EverythingTest GetMinTest3 InsertTest1- SizeTest2 SizeTest4 , ,
20,Tue Oct 10 01:58:05 EDT 2017,57,5,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest3 GetMinTest1 GetMinTest2 InsertTest1+ InsertTest2 InsertTest3 SizeTest1 SizeTest3 , ,DelMinTest1 DelMinTest2 DelMinTest4 EfficiencyTest1 EverythingTest GetMinTest3 SizeTest2 SizeTest4 , ,
21,Tue Oct 10 02:10:05 EDT 2017,84,27,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1+ DelMinTest3 DelMinTest4+ GetMinTest1 GetMinTest2 GetMinTest3+ InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2+ SizeTest3 SizeTest4+ , ,DelMinTest2 EfficiencyTest1 EverythingTest , ,
22,Tue Oct 10 02:23:19 EDT 2017,89,5,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest3 DelMinTest4 EverythingTest+ GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMinTest2 EfficiencyTest1 , ,
23,Tue Oct 10 02:28:58 EDT 2017,89,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest3 DelMinTest4 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,DelMinTest2 EfficiencyTest1 , ,
24,Tue Oct 10 02:31:24 EDT 2017,94,5,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest2+ DelMinTest3 DelMinTest4 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,EfficiencyTest1 , ,
25,Tue Oct 10 02:54:46 EDT 2017,94,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,EfficiencyTest1 , ,
26,Tue Oct 10 17:48:52 EDT 2017,94,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,EfficiencyTest1 , ,
27,Tue Oct 10 18:08:01 EDT 2017,89,-5,Assignment3Suite,BuildTest2 BuildTest3 DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,BuildTest1- EfficiencyTest1 , ,
28,Tue Oct 10 18:09:02 EDT 2017,89,0,Assignment3Suite,BuildTest2 BuildTest3 DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,BuildTest1 EfficiencyTest1 , ,
29,Tue Oct 10 18:09:24 EDT 2017,94,5,Assignment3Suite,BuildTest1+ BuildTest2 BuildTest3 DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,EfficiencyTest1 , ,
30,Tue Oct 10 18:10:16 EDT 2017,94,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , ,EfficiencyTest1 , ,
31,Tue Oct 10 18:15:45 EDT 2017,100,6,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EfficiencyTest1+ EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , , , ,
32,Tue Oct 10 18:18:13 EDT 2017,100,0,Assignment3Suite,BuildTest1 BuildTest2 BuildTest3 DelMinTest1 DelMinTest2 DelMinTest3 DelMinTest4 EfficiencyTest1 EverythingTest GetMinTest1 GetMinTest2 GetMinTest3 InsertTest1 InsertTest2 InsertTest3 SizeTest1 SizeTest2 SizeTest3 SizeTest4 , , , ,
